NUANO,NUVOLUME,NUTRAMITE,FLTIPOPROCESSO,CDTIPOPARECER,CDMOTIVOTRAMI,FLPARECERASSINADO,FLTRAMIASSINADA,FLULTIMO,FLSITUACAO,FLSIGILOSO,FLPERMITERECUSA,FLBLOQUEIATRAMI,CDORGAOORIGEM,CDORGAOTRAMI
2017,1,11,F,,,,,S,E,N,S,0,27,10
2017,0,67,L,,,,,,,N,S,0,92,5901
2017,0,3,L,,,,,,,N,S,0,608,1006
2017,0,12,L,,,,,,,N,S,0,1996,93
2017,0,12,L,,,,,,,N,S,0,50,201
2018,0,6,L,,,,,,,N,S,0,2012,93
2017,1,8,F,,,,,S,R,N,S,0,1537,2012
2017,0,12,L,,,,,,,N,S,0,7,2002
2017,0,31,L,,,,,,,N,S,0,633,2002
2017,1,8,F,,,,,S,E,N,S,0,83,7
2017,0,17,G,,,,,,,N,S,0,2012,201
2017,0,13,L,,,,,,,N,S,0,33,7
2017,1,4,F,4,,,,S,R,N,S,0,608,7
2017,2,117,F,4,,,,S,A,N,S,0,633,2002
2017,0,37,L,,,,,,,N,S,0,51,5901
2017,0,11,L,,,,,,,N,S,0,1537,2012
2017,2,13,F,4,,,,S,A,N,S,0,7,608
2017,9,9,F,,,,,N,E,N,,0,,1788
2017,1,9,F,4,,,,S,A,N,S,0,50,201
2014,5,88,F,,,,,S,E,N,S,0,1996,5902
2014,1,13,F,,,,,S,E,N,S,0,,201
2015,1,5,F,,,,,S,E,N,S,0,1537,201
2017,0,2,L,,,,,,,N,S,0,51,1788
2014,1,17,F,,,,,S,E,N,S,0,201,2012
2017,1,47,F,4,,,,N,Q,N,S,0,51,2002
2017,0,3,L,,,,,,,N,S,0,777,7
2017,0,12,L,,,,,,,N,S,0,7,51
2017,1,10,F,4,,,,S,A,N,S,0,50,1793
2017,0,4,G,,,,,,,N,S,0,2012,201
2017,1,17,F,4,,,,S,A,N,S,0,1996,93
2015,1,41,F,,,,,S,E,N,S,0,1537,1
2017,0,3,L,,,,,,,N,S,0,1793,7
2017,0,3,L,,,,,,,N,S,0,7,608
2017,0,52,L,,,,,,,N,S,0,51,5901
2017,1,9,F,4,,,,S,A,N,S,0,2012,2004
2017,0,6,L,,,,,,,N,S,0,10,93
2017,1,5,F,4,,,,S,Q,N,S,0,633,1996
2016,1,36,F,4,,,,S,A,N,S,0,633,51
2017,0,13,L,,,,,,,N,S,0,2,93
2017,1,29,F,4,,,,S,A,N,S,0,51,5901
2017,0,131,L,,,,,,,N,S,0,5901,2002
2016,2,55,F,4,,,,S,Q,N,S,0,1537,1996
2017,0,6,L,,,,,,,N,S,0,51,2014
2017,2,23,F,,,,,S,E,N,S,0,633,2002
2017,1,8,F,4,,,,S,A,N,S,0,53,93
2017,0,4,L,,,,,,,,S,0,32,51
2017,1,11,F,4,,,,S,A,N,S,0,7,1996
2017,1,9,F,4,,,,S,Q,N,S,0,93,93
2016,1,11,F,,,,,S,E,N,S,0,2012,2004
2017,1,21,F,4,,,,S,Q,N,S,0,1996,93
2017,0,4,L,,,,,,,N,S,0,62,2358
2017,0,2,G,,,,,,,N,S,0,2004,50
2017,1,9,F,4,,,,S,A,N,S,0,50,2004
2017,0,86,L,,,,,,,N,S,0,6027,50
2017,0,5,L,,,,,,,N,S,0,92,93
2017,1,9,F,,,,,S,E,N,S,0,2004,2012
2017,1,3,F,4,,,,S,A,N,S,0,2002,93
2017,1,20,F,4,,,,S,Q,N,S,0,2018,10
2017,0,34,L,,,,,,,N,S,0,5901,2002
2017,0,3,L,,,,,,,N,S,0,87,7
2017,0,4,L,,,,,,,N,S,0,6027,2002
2017,0,61,L,,,,,,,N,S,0,633,5901
2017,0,64,L,,,,,,,N,S,0,51,5901
2017,1,19,F,,,,,S,E,N,S,0,1793,50
2017,1,14,F,,,,,S,E,N,S,0,608,2002
2017,1,7,F,4,,,,S,A,N,S,0,10,5893
2017,0,3,C,,,,,,,N,S,0,1793,50
2017,0,4,L,,,,,,,N,S,0,6029,1006
2016,3,361,F,4,,,,N,A,N,S,0,51,5901
2017,1,1,D,4,,,,S,A,N,,0,,2004
2017,0,14,L,,,,,,,N,S,0,1793,50
2017,0,11,L,,,,,,,N,S,0,1006,5901
2017,1,8,F,,,,,S,R,N,S,0,7,50
2017,1,22,F,4,,,,S,A,N,S,0,1996,93
2017,0,3,L,,,,,,,N,S,0,1793,623
2017,1,18,F,4,,,,S,A,N,S,0,50,7
2014,2,132,F,,,,,S,R,N,S,0,2002,633
2017,0,4,L,,,,,,,N,S,0,1987,608
2017,0,3,L,,,,,,,N,S,0,93,2
2009,4,258,F,4,,,,S,A,N,S,0,2,5901
2017,3,68,F,,,,,N,E,N,S,0,51,5901
2017,1,5,F,4,,,,S,Q,N,S,0,6027,7
2017,0,4,L,,,,,,,N,S,0,1,608
2017,1,3,F,4,,,,S,Q,N,S,0,2018,10
2017,0,27,L,,,,,,,N,S,0,5901,2002
2017,1,10,F,4,,,,S,A,N,S,0,201,50
2013,5,360,F,4,,,,S,Q,N,S,0,51,2002
2017,0,4,L,,,,,,,N,S,0,5976,1537
2017,1,15,F,,,,,S,E,N,S,0,608,201
2017,1,15,F,4,,,,S,A,N,S,0,608,2002
2017,1,24,F,4,,,,S,A,N,S,0,1996,93
2017,1,11,F,4,,,,S,A,N,S,0,6029,7
2017,1,12,F,4,,,,S,A,N,S,0,50,2006
2017,1,3,F,,,,,S,E,N,S,0,7,498
2016,2,41,F,,,,,S,R,N,S,0,602,2002
2017,0,5,L,,,,,,,N,S,0,1537,2
2017,0,12,L,,,,,,,N,S,0,51,93
2017,1,15,F,4,,,,S,Q,N,S,0,1793,50
2017,1,35,F,,,,,N,E,N,S,0,1537,1996
2017,1,15,F,4,,,,S,A,N,S,0,2018,10
2017,0,6,L,,,,,,,N,S,0,2018,10
2017,0,5,L,,,,,,,N,S,0,50,1537
2017,0,10,L,,,,,,,N,S,0,2002,5901
2017,0,7,L,,,,,,,N,S,0,201,93
2017,0,16,L,,,,,,,N,S,0,1537,51
2017,1,12,F,4,,,,S,A,N,S,0,50,201
2017,0,6,L,,,,,,,N,S,0,6027,2002
2017,0,4,L,,,,,,,N,S,0,7,602
2017,1,19,F,4,,,,S,Q,N,S,0,92,93
2017,1,93,F,,,,,N,E,N,S,0,5901,633
2017,0,3,L,,,,,,,N,S,0,51,1788
2017,1,22,F,,,,,S,E,N,S,0,53,2012
2017,0,14,L,,,,,,,N,S,0,51,2002
2017,1,9,F,,,,,S,E,N,S,0,1006,602
2012,3,237,F,4,,,,S,Q,N,S,0,633,2002
2017,0,25,L,,,,,,,N,S,0,1537,1996
2016,1,10,F,,,,,S,E,N,S,0,1537,2012
2015,1,9,F,,,,,S,E,N,S,0,201,2012
2013,3,180,F,4,,,,S,A,N,S,0,2,2002
2017,1,2,F,4,,,,S,A,N,S,0,2018,10
2017,1,4,F,4,,,,S,A,N,S,0,,201
2017,0,37,L,,,,,,,N,S,0,633,2002
2017,1,5,F,4,,,,S,A,N,S,0,27,93
2017,0,3,L,,,,,,,N,S,0,1537,10
2017,2,133,F,,,,,S,R,N,S,0,51,5901
2017,0,5,L,,,,,,,,S,0,51,1786
2017,0,9,L,,,,,,,N,S,0,92,2002
2017,0,51,L,,,,,,,N,S,0,51,5901
2017,0,3,L,,,,,,,N,S,0,1,498
2017,1,9,F,4,,,,S,Q,N,S,0,1537,2002
2013,3,126,F,4,,,,S,A,N,S,0,1537,2002
2017,1,13,F,,,,,S,R,N,S,0,7,51
2017,0,3,L,,,,,,,N,S,0,201,2006
2017,1,3,F,,,,,S,E,N,S,0,2004,50
2014,1,12,F,,,,,S,E,N,S,0,1537,2012
2017,1,8,F,,,,,S,A,N,S,0,2002,5901
2017,0,6,L,,,,,,,N,S,0,10,5893
2017,0,15,L,,,,,,,N,S,0,2012,50
2018,0,3,L,,,,,,,N,S,0,53,1987
2018,0,2,L,,,,,,,N,S,0,93,1
2017,0,5,L,,,,,,,N,S,0,7,51
2018,0,8,L,,,,,,,N,S,0,2012,201
2018,1,1,F,,,,,S,E,N,,0,,51
2018,0,4,L,,,,,,,N,S,0,53,92
2018,0,9,L,,,,,,,N,S,0,2012,2004
2018,1,5,F,4,,,,S,A,N,S,0,2,7
2018,0,4,L,,,,,,,N,S,0,50,53
2018,0,4,L,,,,,,,N,S,0,7,1537
2018,0,4,L,,,,,,,N,S,0,5893,92
2017,1,6,F,4,,,,S,A,N,S,0,92,93
2016,1,5,F,,,,,S,E,N,S,0,2012,201
2016,1,6,F,,,,,S,E,N,S,0,1537,2012
2017,1,14,F,4,,,,S,A,N,S,0,633,50
2017,1,14,F,,,,,S,E,N,S,0,50,2002
2018,1,15,F,,,,,S,R,N,S,0,7,1537
2017,0,9,L,,,,,,,N,S,0,608,7
2018,0,4,L,,,,,,,N,S,0,2004,2012
2016,2,39,F,4,,,,S,A,N,S,0,633,2002
2018,0,4,L,,,,,,,N,S,0,2004,2006
2018,1,2,F,4,,,,S,Q,N,S,0,7,1539
2018,0,8,L,,,,,,,N,S,0,2004,50
2018,0,6,L,,,,,,,N,S,0,60,7
2017,1,2,F,,,,,S,E,N,S,0,2018,5893
2017,0,7,L,,,,,,,N,S,0,51,5984
2018,0,7,L,,,,,,,N,S,0,2012,50
2016,4,176,F,4,,,,S,Q,N,S,0,633,2002
2015,1,2,F,,,,,S,E,N,S,0,,201
2017,1,29,F,,,,,N,E,N,S,0,53,1996
2018,0,3,L,,,,,,,N,S,0,51,6215
2018,0,3,L,,,,,,,N,S,0,1537,2004
2018,0,10,L,,,,,,,N,S,0,7,50
2018,1,4,F,4,,,,S,A,N,S,0,10,5893
2018,1,6,F,,,,,S,E,N,S,0,2012,201
2018,1,9,F,4,,,,S,Q,N,S,0,1,7
2017,0,6,L,,,,,,,N,S,0,7,1308
2017,1,7,F,4,,,,S,A,N,S,0,50,1793
2018,1,17,F,,,,,S,E,N,S,0,53,1996
2015,6,507,F,,,,,S,R,N,S,0,1537,2002
2017,1,4,F,4,,,,S,A,N,S,0,7,2006
2017,1,14,F,,,,,S,Q,N,S,0,5902,2002
2017,1,8,F,4,,,,S,Q,N,S,0,27,93
2018,0,6,L,,,,,,,N,S,0,608,7
2017,1,5,F,,,,,S,A,N,S,0,201,50
2017,1,5,F,4,,,,S,Q,N,S,0,50,2006
2018,0,7,L,,,,,,,N,S,0,50,2004
2018,1,5,F,,,,,S,E,N,S,0,50,2012
2018,1,13,F,,,,,S,E,N,S,0,50,10
2018,0,5,L,,,,,,,N,S,0,6027,608
2017,0,16,L,,,,,,,N,S,0,2,5901
2018,1,14,F,4,,,,S,A,N,S,0,633,2002
2018,0,4,L,,,,,,,N,S,0,7,1788
2018,1,11,F,,,,,S,E,N,S,0,92,5901
2018,1,29,F,,,,,S,R,N,S,0,92,2002
2018,1,1,F,4,,,,S,A,N,,0,,2004
2018,0,2,L,,,,,,,N,S,0,50,201
2017,0,4,L,,,,,,,N,S,0,50,2004
2018,0,3,L,,,,,,,N,S,0,7,1
2018,0,10,L,,,,,,,N,S,0,2012,93
2017,1,31,F,4,,,,S,A,N,S,0,6027,51
2016,1,5,F,,,,,S,E,N,S,0,201,2012
2018,1,1,F,4,,,,S,A,N,,0,,7
2017,0,11,L,,,,,,,N,S,0,633,1791
2017,1,18,F,4,,,,S,A,N,S,0,2004,50
2018,0,1,G,,,,,,,N,,0,,7
2018,0,22,L,,,,,,,N,S,0,1006,2002
2018,0,4,L,,,,,,,N,S,0,7,2012
2018,1,2,F,,,,,S,E,N,S,0,2008,2004
2018,0,6,L,,,,,,,N,S,0,53,7
2017,0,7,L,,,,,,,N,S,0,7,1537
2017,0,5,L,,,,,,,N,S,0,1537,6027
2017,0,4,L,,,,,,,N,S,0,7,778
2018,0,4,L,,,,,,,N,S,0,2008,2004
2018,1,3,F,4,,,,S,A,N,S,0,7,10
2017,1,10,F,4,,,,S,A,N,S,0,7,1788
2018,1,10,F,4,,,,S,A,N,S,0,608,2002
2018,0,2,L,,,,,,,N,S,0,7,5984
2017,0,13,L,,,,,,,N,S,0,92,2002
2015,1,13,F,,,,,S,E,N,S,0,2012,201
2017,1,5,F,,,,,S,E,N,S,0,,608
2016,1,7,F,4,,,,S,A,N,S,0,,50
2018,1,9,F,4,,,,S,A,N,S,0,633,1791
2018,0,4,L,,,,,,,N,S,0,7,602
2018,0,3,L,,,,,,,N,S,0,6029,6089
2017,1,17,F,4,,,,S,A,N,S,0,1793,50
2018,1,4,F,,,,,S,E,N,S,0,51,2002
2017,1,24,F,,,,,N,R,N,S,0,1537,50
2017,0,3,L,,,,,,,N,S,0,1788,2128
2018,0,3,L,,,,,,,N,S,0,7,2006
2018,0,8,L,,,,,,,N,S,0,1,7
2017,1,7,F,4,,,,S,A,N,S,0,5901,93
2018,1,11,F,1,4,,,S,E,N,S,0,,2012
2018,0,2,C,,,,,,,N,S,0,7,1
2018,0,4,L,,,,,,,N,S,0,7,51
2018,0,8,L,,,,,,,N,S,0,633,2002
2018,0,2,L,,,,,,,N,S,0,10,50
2018,0,2,L,,,,,,,N,S,0,10,2004
2017,1,14,F,4,,,,S,Q,N,S,0,50,2006
2018,1,5,F,,,,,S,E,N,S,0,2008,2004
2018,0,2,L,,,,,,,N,S,0,7,33
2017,1,84,F,,,,,N,E,N,S,0,1537,1996
2017,0,2,L,,,,,,,N,S,0,7,60
2017,1,9,F,,,,,S,E,N,S,0,6027,51
2018,1,6,F,4,,,,S,A,N,S,0,50,2012
2018,0,4,L,,,,,,,N,S,0,92,6029
2017,1,5,F,4,,,,S,A,N,S,0,7,1788
2018,0,3,L,,,,,,,N,S,0,10,2018
2017,0,7,L,,,,,,,N,S,0,6027,7
2017,1,11,F,,,,,S,E,N,S,0,53,2012
2017,0,71,L,,,,,,,N,S,0,5901,2002
2018,0,2,C,,,,,,,N,S,0,7,53
2018,0,4,L,,,,,,,N,S,0,7,7
2018,0,5,L,,,,,,,N,S,0,2008,2004
2018,1,12,F,,,,,S,E,N,S,0,92,5901
2017,2,135,F,,,,,N,R,N,S,0,53,5901
2017,0,4,L,,,,,,,N,S,0,1539,52
2017,1,6,F,4,,,,S,A,N,S,0,5898,1006
2017,0,15,L,,,,,,,N,S,0,92,2002
2018,0,3,L,,,,,,,N,S,0,7,7
2017,1,16,F,4,,,,S,Q,N,S,0,2006,2004
2018,0,3,L,,,,,,,N,S,0,32,7
2016,1,4,F,4,,,,S,A,N,S,0,,201
2017,0,4,L,,,,,,,N,S,0,10,2
2018,0,3,L,,,,,,,N,S,0,1,59
2017,1,3,F,4,,,,S,A,,S,0,1006,51
2017,0,5,L,,,,,,,N,S,0,608,7
2017,4,431,F,,,,,N,E,N,S,0,92,2002
2017,0,12,L,,,,,,,N,S,0,5902,2002
2018,1,12,F,,,,,N,E,N,S,0,1537,1996
2017,17,64,F,,,,,N,E,N,S,0,51,5901
2018,0,4,L,,,,,,,N,S,0,10,2012
2018,0,2,L,,,,,,,N,S,0,5893,92
2018,0,5,L,,,,,,,N,S,0,1788,83
2018,1,8,F,,,,,S,E,N,S,0,50,10
2018,0,5,L,,,,,,,N,S,0,602,7
2017,4,225,F,4,,,,N,A,N,S,0,2002,5901
2018,1,12,F,,,,,S,E,N,S,0,50,2006
2018,0,3,L,,,,,,,N,S,0,83,6222
2018,0,14,L,,,,,,,N,S,0,33,1537
2016,6,255,F,,,,,S,R,N,S,0,2002,633
2018,0,5,L,,,,,,,N,S,0,7,10
2018,0,2,L,,,,,,,N,S,0,7,6121
2018,0,4,L,,,,,,,N,S,0,10,5893
2018,1,24,F,4,,,,S,Q,N,S,0,633,2002
2018,1,24,F,,,,,S,E,N,S,0,2012,2004
2018,1,5,F,,,,,S,E,N,S,0,5893,10
2017,1,3,F,4,,,,S,A,N,S,0,201,2004
2010,12,1196,F,4,,,,S,Q,N,S,0,1788,2002
2018,1,7,F,,,,,S,E,N,S,0,2018,10
2018,0,2,C,,,,,,,N,S,0,7,4048
2018,0,4,L,,,,,,,N,S,0,7,32
2018,0,13,L,,,,,,,N,S,0,92,93
2018,0,5,L,,,,,,,N,S,0,1537,6029
2018,1,6,F,4,,,,S,A,N,S,0,602,1537
2018,1,10,F,4,,,,S,A,N,S,0,2012,2004
2018,1,10,F,,,,,S,E,N,S,0,7,1791
2018,0,5,L,,,,,,,N,S,0,1786,1006
2018,0,3,L,,,,,,,N,S,0,62,60
2018,1,9,F,,,,,S,R,N,S,0,92,2002
2018,0,3,L,,,,,,,N,S,0,775,7
2018,0,5,L,,,,,,,N,S,0,53,6029
2018,0,12,L,,,,,,,N,S,0,2002,5901
2018,1,4,F,4,,,,S,A,N,S,0,7,7
2018,1,3,F,4,,,,S,A,N,S,0,10,7
2018,1,8,F,4,,,,S,A,N,S,0,6027,2002
2018,1,1,F,4,,,,S,A,N,,0,,2002
2018,1,6,F,4,,,,S,Q,N,S,0,50,2006
2018,1,5,F,,,,,S,E,N,S,0,6029,7
2018,0,4,L,,,,,,,N,S,0,7,1
2018,0,3,L,,,,,,,N,S,0,1,61
2018,1,8,F,,,,,S,E,N,S,0,53,5901
2018,0,3,L,,,,,,,N,S,0,7,6029
2018,0,7,L,,,,,,,N,S,0,1,7
2018,0,4,L,,,,,,,N,S,0,51,2128
2018,1,6,F,,,,,S,E,N,S,0,2018,10
2018,0,3,L,,,,,,,N,S,0,7,10
2018,0,2,L,,,,,,,N,S,0,2002,1537
2018,1,5,F,4,,,,S,A,N,S,0,,7
2018,0,3,L,,,,,,,N,S,0,1875,7
2018,1,3,F,,,,,S,E,N,S,0,,1788
2018,1,4,F,,,,,S,E,,S,0,51,7
2018,0,10,L,,,,,,,N,S,0,2004,2006
2018,0,9,L,,,,,,,,S,0,1006,51
2018,0,11,L,,,,,,,N,S,0,53,1996
2018,0,2,L,,,,,,,N,S,0,2004,608
2013,4,295,F,4,,,,S,A,N,S,0,633,2002
2018,1,10,F,,,,,S,E,N,S,0,7,10
2018,1,13,F,,,,,S,E,N,S,0,7,1
2018,0,6,L,,,,,,,N,S,0,51,6139
2018,1,7,F,,,,,S,E,N,S,0,1537,10
2018,0,10,L,,,,,,,N,S,0,2004,50
2018,1,3,F,1,,,,S,E,N,S,0,608,1
2018,1,10,F,1,,,,S,E,,S,0,1006,5901
2011,3,137,F,,,,,S,R,N,S,0,51,2002
2018,0,6,L,,,,,,,N,S,0,1537,10
2017,2,7,F,4,,,,S,A,N,S,0,2018,10
2018,0,49,L,,,,,,,N,S,0,51,2002
2018,1,5,F,4,,,,S,A,N,S,0,608,2002
2018,0,6,L,,,,,,,N,S,0,6221,1006
2018,0,1,L,,,,,,,N,,0,,6074
2018,0,5,L,,,,,,,N,S,0,7,1791
2018,2,19,F,,,,,S,E,N,S,0,1537,2004
2016,0,9,L,,,,,,,N,S,0,1788,6211
2018,0,13,L,,,,,,,N,S,0,50,2004
2018,1,15,F,,,,,S,E,N,S,0,7,50
2018,2,13,F,1,,,,S,E,,S,0,1006,51
2018,0,45,L,,,,,,,N,S,0,51,2002
2018,1,10,F,1,2,,,S,E,,S,0,51,5901
2018,0,31,L,,,,,,,N,S,0,2002,51
2018,1,8,F,4,,,,S,A,N,S,0,7,2002
2018,1,13,F,,,,,S,E,N,S,0,92,2002
2018,0,1,G,,,,,,,N,,0,,1996
2018,0,11,L,,,,,,,N,S,0,92,2002
2018,0,5,L,,,,,,,N,S,0,1,6214
2018,1,6,F,,,,,S,E,N,S,0,1,1996
2018,1,3,F,,,,,S,E,N,S,0,608,1996
2018,1,8,F,4,,,,S,A,N,S,0,1804,2002
2018,0,3,L,,,,,,,N,S,0,1,1308
2018,2,33,F,,,,,S,E,N,S,0,1996,608
2018,1,4,F,,,,,S,E,N,S,0,7,524
2018,1,10,F,4,,,,S,Q,N,S,0,51,1006
2018,0,32,L,,,,,,,N,S,0,5901,92
2018,1,6,F,,,,,S,E,N,S,0,6029,33
2018,1,4,F,4,,,,S,A,N,S,0,2004,50
2017,3,152,F,,,,,S,E,N,S,0,1537,2002
2018,0,11,L,,,,,,,N,S,0,83,6222
2018,0,1,G,,,,,,,N,,0,,2004
2018,0,8,L,,,,,,,N,S,0,2012,2004
2018,1,12,F,,,,,S,E,N,S,0,2002,5901
2018,0,6,L,,,,,,,N,S,0,50,7
2018,0,3,L,,,,,,,N,S,0,1006,7
2018,1,17,F,4,,,,S,A,N,S,0,2012,93
2018,0,13,L,,,,,,,N,S,0,93,5901
2018,0,7,L,,,,,,,N,S,0,633,1791
2018,1,21,F,4,,,,S,A,N,S,0,2004,50
2018,0,3,L,,,,,,,N,S,0,2012,50
2018,1,2,F,4,,,,S,A,N,S,0,7,1537
2018,1,5,F,4,,,,S,A,N,S,0,51,50
2018,0,4,C,,,,,,,N,S,0,51,2002
2018,1,2,F,,,,,S,E,N,S,0,51,1006
2018,1,5,F,,,,,S,E,N,S,0,7,498
2018,0,11,L,,,,,,,,S,0,6216,5895
2018,1,3,F,,,,,S,E,N,S,0,608,1
2016,2,14,F,,,,,S,E,N,S,0,1537,51
2017,2,66,F,,,,,S,R,N,S,0,51,5901
2018,1,10,F,4,,,,S,A,N,S,0,7,2002
2018,0,2,L,,,,,,,N,S,0,7,6065
2018,1,6,F,,,,,S,E,N,S,0,,2004
2018,1,8,F,,,,,S,E,N,S,0,10,5893
2018,0,3,L,,,,,,,N,S,0,83,1788
2018,0,5,L,,,,,,,,S,0,1791,51
2018,0,2,L,,,,,,,N,S,0,50,10
2018,0,9,L,,,,,,,N,S,0,51,1006
2018,0,3,L,,,,,,,N,S,0,1537,32
2018,2,19,F,,,,,S,E,N,S,0,1788,2002
2018,0,5,L,,,,,,,N,S,0,7,1539
2018,0,3,L,,,,,,,N,S,0,2006,92
2018,1,1,F,1,2,,,S,E,N,,0,,7
2018,2,21,F,,,,,S,E,N,S,0,1006,1537
2017,5,207,F,,,,,S,E,N,S,0,,5901
2018,0,3,L,,,,,,,N,S,0,3,7
2018,1,15,F,4,,,,S,A,N,S,0,2012,50
2018,5,57,F,,,,,S,E,,S,0,5895,7
2018,1,2,F,,,,,S,E,N,S,0,608,2
2018,1,9,F,4,,,,S,A,N,S,0,92,2012
2011,2,45,F,,,,,S,E,N,S,0,1,1996
2018,0,4,L,,,,,,,N,S,0,10,32
2018,1,18,F,,,,,S,E,,S,0,51,7
2018,0,5,L,,,,,,,,S,0,1006,2002
2018,1,1,F,,,,,S,E,N,,0,,1791
2018,0,4,L,,,,,,,N,S,0,59,1
2018,0,3,C,,,,,,,N,S,0,5221,7
2018,1,6,F,,,,,N,E,N,S,0,1017,2004
2018,0,5,L,,,,,,,N,S,0,1006,7
2013,5,45,F,,,,,S,E,N,S,0,1,2002
2017,19,82,F,,,,,N,E,N,S,0,,5901
2018,0,4,L,,,,,,,N,S,0,1308,7
2018,0,29,L,,,,,,,N,S,0,1537,2002
2017,3,84,F,,,,,S,R,N,S,0,6027,1017
2017,3,265,F,,,,,S,E,N,S,0,5901,92
2018,0,4,L,,,,,,,N,S,0,50,7
2018,0,4,L,,,,,,,N,S,0,2002,1996
2017,6,304,F,,,,,S,E,N,S,0,1537,6027
2018,0,4,L,,,,,,,N,S,0,1788,2002
2018,0,6,L,,,,,,,N,S,0,2004,7
2018,4,60,F,,,,,N,E,,S,0,5895,7
2017,6,227,F,4,,,,S,A,N,S,0,,5901
2012,0,2,L,,,,,,,N,S,0,1069,1099
2012,0,3,L,4,,,,,,N,S,0,772,1069
2012,0,2,C,,,,,,,N,S,0,1069,1875
2012,0,3,L,4,,,,,,N,S,0,1077,1
2012,1,5,F,4,,,,S,Q,N,S,0,775,7
2012,0,3,L,,,,,,,N,S,0,2008,2004
2012,0,3,L,,,,,,,N,S,0,50,2006
2012,1,2,F,,,,,S,E,N,S,0,7,1539
2012,1,1,F,4,,N,N,S,A,N,S,0,,7
2012,1,77,F,4,,,,S,A,N,S,0,1537,1996
2012,1,2,F,4,,,,S,A,N,S,0,7,50
2012,0,4,L,4,,,,,,N,S,0,7,50
2012,0,4,L,4,,,,,,N,S,0,1,1
2013,0,2,L,,,,,,,N,S,0,7,50
2015,0,2,L,,,,,,,N,S,0,2008,2004
2015,0,4,L,,,,,,,N,S,0,201,50
2015,0,2,L,,,,,,,N,S,0,53,93
2013,1,1,F,,,,,S,E,N,,0,,2008
2013,1,6,F,,,,,S,R,N,S,0,2008,2004
2012,1,20,F,,,,,S,Q,N,S,0,633,2002
2012,0,3,L,,,,,,,N,S,0,51,1006
2013,0,2,L,4,,,,,,N,S,0,7,50
2013,0,1,L,4,,,,,,N,,0,,7
2012,0,2,C,,,,,,,N,S,0,7,1696
2012,1,5,F,,,,,S,E,N,S,0,1539,1875
2012,0,5,L,,,,,,,N,S,0,2008,2004
2012,1,7,F,4,,,,S,A,N,S,0,53,93
2013,1,5,F,,,,,S,E,N,S,0,7,1875
2013,0,2,L,,,,,,,N,S,0,1,1881
2015,0,3,L,,,,,,,N,S,0,1,7
2015,0,2,C,,,,,,,N,S,0,7,1598
2015,0,10,L,,,,,,,N,S,0,92,93
2016,1,2,F,4,,,,S,A,N,S,0,2,93
2016,0,3,L,,,,,,,N,S,0,1,608
2013,0,2,L,,,,,,,N,S,0,7,32
2014,0,4,L,,,,,,,N,S,0,50,2008
2014,1,3,F,,,,,S,E,N,S,0,1,1875
2011,1,9,F,4,,,,S,A,N,S,0,3,7
1999,1,1,F,,,N,N,S,A,N,S,0,,7
2000,1,5,F,4,,,,S,Q,N,S,0,27,7
2013,0,4,L,,,,,,,N,S,0,53,93
2013,2,15,F,4,,,,N,A,N,S,0,633,1996
2013,3,13,F,4,,,,S,A,N,S,0,633,1996
2017,0,2,L,,,,,,,N,S,0,7,92
2017,0,2,L,,,,,,,N,S,0,7,53
2017,0,18,L,,,,,,,N,S,0,1996,93
2012,0,4,L,4,,,,,,N,S,0,27,50
2012,1,4,F,4,,,,S,A,N,S,0,,50
2002,1,1,F,,,N,N,S,A,N,S,0,,7
2002,1,2,F,4,,,,S,A,N,S,0,7,51
2015,0,5,L,,,,,,,N,S,0,27,93
2015,1,5,F,4,,,,S,A,N,S,0,633,93
2013,1,2,F,,,,,S,E,N,S,0,1,432
2015,1,16,F,4,,,,S,A,N,S,0,92,93
2015,0,17,C,,,,,,,N,S,0,27,50
2013,1,4,F,,,,,S,E,N,S,0,7,498
2003,1,1,F,,,N,N,S,A,N,S,0,,7
2013,0,3,L,,,,,,,N,S,0,53,93
2013,0,9,L,,,,,,,N,S,0,27,2008
2003,1,2,F,4,,,,S,A,N,S,0,7,27
2017,0,7,L,,,,,,,N,S,0,2,93
2017,1,153,F,,,,,N,R,N,S,0,1537,2002
2015,0,2,L,,,,,,,N,S,0,7,35
2015,0,3,L,,,,,,,N,S,0,6029,92
2014,0,2,L,,,,,,,N,S,0,7,92
2014,0,6,L,,,,,,,N,S,0,50,27
2014,1,23,F,,,,,S,A,N,S,0,51,5901
2004,1,1,F,,,N,N,S,E,N,S,0,,7
2004,1,1,F,,,N,N,S,A,N,S,0,,7
2013,1,3,F,4,,,,S,A,N,S,0,1875,1
2004,1,1,F,4,,N,N,S,A,N,S,0,,7
2008,1,26,F,4,,,,S,A,N,S,0,2002,2002
2013,0,2,L,,,,,,,N,S,0,7,10
2015,0,2,L,,,,,,,N,S,0,7,10
2013,1,5,F,4,,,,S,A,N,S,0,7,1562
2015,0,2,C,,,,,,,N,S,0,7,5962
2013,1,9,F,4,,,,S,Q,N,S,0,53,1996
2013,0,7,L,,,,,,,N,S,0,1537,1
2013,0,3,L,,,,,,,N,S,0,1,1537
2013,1,12,F,,,,,S,R,N,S,0,2008,2004
2015,0,2,L,,,,,,,N,S,0,201,50
2013,0,10,L,,,,,,,N,S,0,2002,93
2013,1,11,F,4,,,,S,Q,N,S,0,2002,93
2013,1,16,F,4,,,,S,A,N,S,0,2,93
