NUANO,NUVOLUME,NUTRAMITE,FLTIPOPROCESSO,CDTIPOPARECER,CDMOTIVOTRAMI,FLPARECERASSINADO,FLTRAMIASSINADA,FLULTIMO,FLSITUACAO,FLSIGILOSO,FLPERMITERECUSA,FLBLOQUEIATRAMI,CDORGAOORIGEM,CDORGAOTRAMI
2014,1,6,F,,,,,S,R,N,S,0,2008,2004
2012,0,9,L,,,,,,,N,S,0,7,5287
2011,1,46,F,4,,,,S,A,N,S,0,633,2002
2015,0,2,L,,,,,,,N,S,0,50,7
2012,1,4,F,,,,,S,E,N,S,0,1069,1875
2015,0,2,C,,,,,,,N,S,0,7,748
2012,2,88,F,4,,,,S,Q,N,S,0,5901,2002
2014,1,10,F,,,,,S,R,N,S,0,2008,2004
2013,1,2,F,,,,,S,E,N,S,0,1,1449
2011,1,11,F,4,,,,S,A,N,S,0,1,7
2012,0,5,L,,,,,,,N,S,0,50,90
2013,0,5,L,,,,,,,N,S,0,7,2008
2012,1,2,F,4,,,,S,A,N,S,0,7,51
2012,1,5,F,,,,,S,A,N,S,0,1875,1
2012,1,15,F,,,,,S,E,N,S,0,7,2002
2012,1,6,F,4,,,,S,A,N,S,0,7,778
2012,1,71,F,4,,,,S,Q,N,S,0,51,5901
2012,0,3,C,,,,,,,N,S,0,154,1976
2012,1,3,F,4,,,,S,A,N,S,0,1082,7
2012,0,10,L,,,,,,,N,S,0,1,51
2013,0,48,L,,,,,,,N,S,0,51,5901
2013,1,7,F,4,,,,S,A,N,S,0,51,1006
2014,0,8,L,,,,,,,N,S,0,50,201
2014,0,3,L,,,,,,,N,S,0,201,50
2012,0,2,C,,,,,,,N,S,0,8,1558
2012,0,4,L,,,,,,,N,S,0,7,51
2013,0,2,L,,,,,,,N,S,0,1,1876
2015,1,1,F,4,,,,S,A,N,,0,,7
2013,0,2,L,,,,,,,N,S,0,2004,2006
2012,0,14,L,,,,,,,N,S,0,633,2002
2012,1,7,F,4,,,,S,A,N,S,0,27,10
2012,0,7,L,,,,,,,N,S,0,1,1996
2012,0,2,L,,,,,,,N,S,0,8,1082
2012,1,256,F,4,,,,N,Q,N,S,0,51,5901
2012,0,2,L,4,,,,,,N,S,0,7,90
2012,1,10,F,,,,,S,R,N,S,0,7,2004
2013,1,2,F,,,,,S,E,N,S,0,7,1788
2012,0,20,C,,,,,,,N,S,0,51,2002
2012,0,2,C,,,,,,,N,S,0,7,653
2012,1,4,F,4,,,,S,A,N,S,0,633,2002
2013,0,8,L,,,,,,,N,S,0,2,93
2013,1,10,F,4,,,,S,A,N,S,0,51,1006
2012,1,7,F,4,,,,S,A,N,S,0,7,27
2013,1,19,F,4,,,,S,A,N,S,0,1,2002
2012,1,5,F,4,,,,S,A,N,S,0,7,1788
2016,0,2,L,,,,,,,N,S,0,7,1881
2016,0,2,G,,,,,,,N,S,0,2004,50
2015,0,2,C,,,,,,,N,S,0,7,3086
2011,1,2,F,,,,,S,E,N,S,0,7,1517
2011,1,13,F,4,,,,S,A,N,S,0,10,10
2011,1,16,F,4,,,,S,A,N,S,0,7,2002
2013,0,2,C,,,,,,,N,S,0,1,5917
2012,1,6,F,4,,,,S,A,N,S,0,280,450
2015,1,3,F,4,,,,S,A,N,S,0,1,1662
2013,0,4,L,4,,,,,,N,S,0,50,7
2013,1,4,F,4,,,,S,A,N,S,0,7,280
2011,1,423,F,4,,,,N,Q,N,S,0,92,2002
2014,1,6,F,4,,,,S,A,N,S,0,53,27
2012,1,69,F,,,,,S,R,N,S,0,633,1996
2013,1,25,F,4,,,,S,Q,N,S,0,92,93
2011,1,8,F,4,,,,S,A,N,S,0,6029,7
2013,0,6,L,,,,,,,N,S,0,51,2002
2013,0,3,L,,,,,,,N,S,0,53,7
2012,0,3,L,,,,,,,N,S,0,83,778
2012,0,4,L,4,,,,,,N,S,0,27,7
2012,1,18,F,,,,,S,E,N,S,0,7,1539
2013,0,16,C,,,,,,,N,S,0,5901,1791
2013,1,5,F,4,,,,S,A,N,S,0,633,2004
2015,1,1,F,,,,,S,A,N,,0,,10
2013,0,3,L,,,,,,,N,S,0,7,52
2012,0,2,C,,,,,,,N,S,0,1,1308
2013,1,43,F,,,,,S,E,N,S,0,53,1996
2013,0,5,L,,,,,,,N,S,0,7,7
2012,1,7,F,4,,,,S,A,N,S,0,1537,2002
2012,1,3,F,,,,,S,E,N,S,0,50,2006
2012,1,3,F,4,,,,S,A,N,S,0,50,2006
2015,1,14,F,4,,,,S,A,N,S,0,92,93
2013,1,5,F,,,,,S,E,N,S,0,2008,2004
2012,1,215,F,4,,,,N,Q,N,S,0,633,2002
2012,1,75,F,,,,,S,R,N,S,0,633,2002
2012,1,11,F,4,,,,S,A,N,S,0,27,50
2014,0,3,L,,,,,,,N,S,0,1537,10
2012,1,3,F,4,,,,S,A,N,S,0,2008,50
2012,1,3,F,4,,,,S,A,N,S,0,1,10
2012,0,3,C,4,,,,,,N,S,0,444,8
2013,1,7,F,,,,,S,E,N,S,0,27,2012
2012,1,4,F,4,,,,S,A,N,S,0,2018,10
2012,0,1,C,4,,,,,,N,,0,,7
2013,0,8,L,,,,,,,N,S,0,7,27
2013,2,141,F,4,,,,N,Q,N,S,0,633,5901
2013,1,4,F,,,,,S,E,N,S,0,7,1
2013,1,7,F,4,,,,S,A,N,S,0,1,7
2013,1,5,F,4,,,,S,A,N,S,0,83,1791
2012,1,9,F,4,,,,S,A,N,S,0,2,93
2013,0,2,L,4,,,,,,N,S,0,50,93
2013,1,7,F,,,,,S,E,N,S,0,51,2002
2013,1,7,F,,,,,S,E,N,S,0,51,2
2012,1,6,F,4,,,,S,A,N,S,0,,1069
2013,0,3,L,,,,,,,N,S,0,51,1786
2013,0,2,C,,,,,,,N,S,0,1,33
2013,1,5,F,4,,,,S,A,N,S,0,7,93
2013,0,4,L,,,,,,,N,S,0,7,5287
2013,0,6,L,,,,,,,N,S,0,7,5287
2013,0,2,L,,,,,,,N,S,0,1,213
2013,1,6,F,4,,,,S,Q,N,S,0,7,2008
2012,1,23,F,,,,,S,E,N,S,0,7,498
2013,1,2,F,,,,,S,E,N,S,0,2008,27
2012,0,3,L,4,,,,,,N,S,0,1099,50
2013,1,13,F,,,,,S,E,N,S,0,1,1996
2013,0,4,L,4,,,,,,N,S,0,83,7
2013,0,1,C,4,,,,,,N,,0,,1
2013,0,4,L,4,,,,,,N,S,0,1537,7
2013,0,19,C,,,,,,,N,S,0,7,524
2013,1,2,F,,,,,S,E,N,S,0,7,187
2013,0,3,L,,,,,,,N,S,0,1537,1978
2013,1,2,F,4,,,,S,A,N,S,0,7,50
2013,1,11,F,4,,,,S,A,N,S,0,1537,1996
2013,1,23,F,4,,,,S,Q,N,S,0,633,1791
2013,0,2,C,,,,,,,N,S,0,7,1844
2013,0,3,L,4,,,,,,N,S,0,1537,1996
2013,0,5,C,,,,,,,N,S,0,7,1875
2013,1,2,F,4,,,,S,A,N,S,0,,1537
2013,0,6,L,,,,,,,N,S,0,1875,1
2013,1,50,F,,,,,N,Q,N,S,0,2002,51
2013,1,9,F,4,,,,S,Q,N,S,0,53,27
2013,0,5,C,,,,,,,N,S,0,1539,1
2013,0,4,C,,,,,,,N,S,0,1,7
2013,1,6,F,4,,,,S,A,N,S,0,633,1791
2013,1,1,F,,,,,S,E,N,,0,,2002
2012,1,13,F,,,,,S,E,N,S,0,27,2012
2013,1,7,F,,,,,S,E,N,S,0,7,1791
2013,1,2,F,4,,,,S,A,N,S,0,1,35
2012,0,2,L,4,,,,,,N,S,0,2006,50
2013,0,1,L,,,,,,,N,,0,,1006
2013,0,2,L,4,,,,,,N,S,0,1,51
2013,1,3,F,4,,,,S,A,N,S,0,,50
2013,1,9,F,4,,,,S,A,N,S,0,1,27
2013,0,3,L,,,,,,,N,S,0,1,7
2013,0,7,C,,,,,,,N,S,0,1875,1
2013,0,2,G,,,,,,,N,S,0,7,53
2013,1,8,F,4,,,,S,A,N,S,0,27,50
2013,1,4,F,4,,,,S,A,N,S,0,2,1
2013,1,8,F,4,,,,S,A,N,S,0,633,27
2012,1,3,F,4,,,,S,A,N,S,0,1099,1069
2012,0,3,L,,,,,,,N,S,0,1537,53
2012,1,7,F,,,,,S,E,N,S,0,52,1
2013,1,8,F,4,,,,S,Q,N,S,0,1875,1
2013,0,6,L,,,,,,,N,S,0,50,2008
2010,3,291,F,,,,,N,R,N,S,0,51,5901
2013,0,3,L,,,,,,,N,S,0,83,7
2013,0,4,L,,,,,,,N,S,0,7,498
2012,1,275,F,4,,,,N,A,N,S,0,51,5901
2013,1,9,F,,,,,S,E,N,S,0,27,2012
2013,1,5,F,4,,,,S,A,N,S,0,633,1791
2013,1,5,F,4,,,,S,A,N,S,0,10,431
2013,1,17,F,4,,,,S,A,N,S,0,27,2008
2013,0,2,C,,,,,,,N,S,0,1,429
2012,1,14,F,4,,,,S,A,N,S,0,4,7
2013,0,5,L,,,,,,,N,S,0,1537,1
2013,0,3,L,,,,,,,N,S,0,1537,60
2013,1,7,F,4,,,,S,A,N,S,0,27,93
2013,1,12,F,4,,,,S,Q,N,S,0,2,93
2013,1,4,F,,,,,S,E,N,S,0,1,429
2013,0,3,L,,,,,,,N,S,0,1537,50
2013,0,8,L,,,,,,,N,S,0,7,2008
2013,1,14,F,4,,,,S,A,N,S,0,27,50
2013,0,2,C,,,,,,,N,S,0,7,1017
2013,0,3,L,,,,,,,N,S,0,1537,35
2013,1,5,F,4,,,,S,A,N,S,0,1539,50
2013,1,6,F,4,,,,S,A,N,S,0,1539,7
2013,0,4,L,,,,,,,N,S,0,1537,7
2013,1,4,F,,,,,S,E,N,S,0,2008,2004
2013,1,6,F,4,,,,S,A,N,S,0,7,93
2013,0,2,C,,,,,,,N,S,0,1537,222
2013,1,10,F,4,,,,S,A,N,S,0,2004,50
2013,1,10,F,4,,,,S,Q,N,S,0,633,1791
2008,4,75,F,4,,,,S,Q,N,S,0,633,2002
2013,1,11,F,4,,,,S,Q,N,S,0,2,93
2013,0,10,L,,,,,,,N,S,0,1,608
2013,1,29,F,4,,,,S,A,N,S,0,1537,1996
2013,1,6,F,4,,,,S,Q,N,S,0,1537,1
2013,1,78,F,4,,,,N,Q,N,S,0,51,5901
2013,0,5,L,,,,,,,N,S,0,1,32
2013,0,2,L,,,,,,,N,S,0,1,1928
2013,0,3,C,,,,,,,N,S,0,445,1
2013,0,6,L,,,,,,,N,S,0,7,83
2013,1,4,F,4,,,,S,A,N,S,0,,50
2013,0,5,L,,,,,,,N,S,0,2002,2002
2013,1,6,F,,,,,S,R,N,S,0,27,50
2013,0,2,C,,,,,,,N,S,0,7,1832
2013,0,2,C,,,,,,,N,S,0,1537,1
2013,0,5,L,,,,,,,N,S,0,51,7
2013,1,4,F,4,,,,S,Q,N,S,0,7,1
2013,0,4,L,,,,,,,N,S,0,1537,1
2013,0,4,L,,,,,,,N,S,0,7,748
2013,0,7,L,,,,,,,N,S,0,1875,1
2013,1,11,F,,,,,S,R,N,S,0,2008,2004
2013,0,5,C,,,,,,,N,S,0,7,7
2013,0,9,L,,,,,,,N,S,0,7,1788
2013,0,6,L,,,,,,,N,S,0,7,52
2013,1,1,F,,,,,S,E,N,,0,,1996
2013,1,38,F,4,,,,S,Q,N,S,0,633,2002
2013,0,2,L,,,,,,,N,S,0,7,5931
2013,0,8,L,,,,,,,N,S,0,5901,2002
2013,0,9,L,,,,,,,N,S,0,10,7
2012,2,541,F,,,,,N,R,N,S,0,2002,51
2013,0,4,L,4,,,,,,N,S,0,1,1986
2013,1,11,F,,,,,S,R,N,S,0,27,2008
2013,1,16,F,4,,,,S,A,N,S,0,27,50
2013,1,13,F,4,,,,S,A,N,S,0,633,27
2011,2,115,F,,,,,N,R,N,S,0,633,2002
2013,0,2,C,,,,,,,N,S,0,1539,432
2013,1,7,F,4,,,,S,Q,N,S,0,51,1006
2013,0,6,L,,,,,,,N,S,0,1,35
2013,1,5,F,4,,,,S,A,N,S,0,2,1
2013,1,21,F,,,,,S,A,N,S,0,1,2002
2013,0,11,C,,,,,,,N,S,0,2002,53
2013,1,5,F,4,,,,S,A,N,S,0,1,1539
2013,1,15,F,,,,,S,Q,N,S,0,7,1788
2013,1,8,F,,,,,S,A,N,S,0,2,93
2013,0,2,C,,,,,,,N,S,0,7,1576
2013,0,13,L,,,,,,,N,S,0,5901,2002
2013,1,12,F,4,,,,S,Q,N,S,0,53,93
2013,0,157,L,,,,,,,N,S,0,633,2002
2013,1,7,F,,,,,S,Q,N,S,0,1875,1
2013,1,2,F,4,,,,S,A,N,S,0,1,3
2013,1,6,F,4,,,,S,Q,N,S,0,2002,5901
2013,0,5,L,,,,,,,N,S,0,1,51
2013,1,10,F,4,,,,S,A,N,S,0,7,2008
2013,1,17,F,4,,,,S,A,N,S,0,1,2002
2012,1,160,F,4,,,,N,A,N,S,0,51,5901
2013,1,5,F,4,,,,S,A,N,S,0,50,2008
2013,1,22,F,4,,,,S,A,N,S,0,633,2008
2013,0,4,L,,,,,,,N,S,0,1,1996
2013,1,35,F,4,,,,S,Q,N,S,0,51,5901
2013,1,58,F,4,,,,S,A,N,S,0,51,5901
2013,1,4,F,4,,,,S,A,N,S,0,5901,1006
2013,0,3,L,,,,,,,N,S,0,7,5924
2013,1,12,F,4,,,,S,Q,N,S,0,51,93
2013,1,2,F,4,,,,S,Q,N,S,0,1,10
2013,0,14,L,,,,,,,N,S,0,5901,1791
2013,1,5,F,4,,,,S,Q,N,S,0,7,7
2013,1,17,F,,,,,S,E,N,S,0,27,50
2013,1,10,F,4,,,,S,A,N,S,0,50,2008
2012,2,158,F,4,,,,S,Q,N,S,0,633,2002
2013,0,2,L,,,,,,,N,S,0,1,3
2013,0,3,L,4,,,,,,N,S,0,92,93
2013,0,5,L,,,,,,,N,S,0,2008,27
2013,0,1,L,1,3,,,,,N,,0,,7
2013,0,5,L,,,,,,,N,S,0,1006,93
2013,1,7,F,,,,,S,E,N,S,0,1,1517
2013,0,7,L,,,,,,,N,S,0,1537,7
2013,0,3,G,,,,,,,N,S,0,7,2008
2013,1,16,F,4,,,,S,Q,N,S,0,27,50
2013,0,6,C,,,,,,,N,S,0,1558,1
2013,1,1,F,,,,,S,E,N,,0,,51
2013,1,106,F,4,,,,N,Q,N,S,0,633,2002
2013,0,2,C,,,,,,,N,S,0,1,1846
2013,1,2,F,,,,,S,E,N,S,0,1,431
2013,0,6,L,,,,,,,N,S,0,7,2006
2013,0,15,L,,,,,,,N,S,0,53,93
2013,0,8,L,,,,,,,N,S,0,27,50
2014,1,4,F,4,,,,S,A,N,S,0,2,93
2014,1,7,F,4,,,,S,A,N,S,0,51,5901
2014,1,6,F,4,,,,S,Q,N,S,0,51,5901
2014,1,7,F,4,,,,S,Q,N,S,0,27,2008
2014,1,5,F,4,,,,S,A,N,S,0,633,93
2014,0,2,L,,,,,,,N,S,0,2008,50
2014,1,3,F,4,,,,S,A,N,S,0,7,50
2014,0,2,L,,,,,,,N,S,0,2,92
2013,1,10,F,4,,,,S,A,N,S,0,633,2002
2013,0,85,L,,,,,,,N,S,0,633,2002
2013,2,447,F,4,,,,N,A,N,S,0,51,5901
2013,1,7,F,4,,,,S,A,N,S,0,633,93
2013,0,1,L,,,,,,,N,,0,,2
2013,0,5,L,,,,,,,N,S,0,7,778
2013,1,4,F,,,,,S,E,N,S,0,1,608
2013,1,6,F,4,,,,S,A,N,S,0,1537,53
2014,1,10,F,4,,,,S,A,N,S,0,27,50
2014,1,6,F,4,,,,S,A,N,S,0,1006,51
2013,1,3,F,4,,,,S,A,N,S,0,1537,1539
2013,1,8,F,4,,,,S,A,N,S,0,92,93
2013,0,2,C,,,,,,,N,S,0,1,1562
2012,1,33,F,,,,,S,R,N,S,0,201,7
2013,1,2,F,,,,,S,E,N,S,0,7,323
2014,1,2,F,4,,,,S,A,N,S,0,,50
2013,1,4,F,4,,,,S,Q,N,S,0,1,1
2013,1,6,F,,,,,S,E,N,S,0,1986,50
2013,0,3,C,,,,,,,N,S,0,431,1
2013,0,3,C,,,,,,,N,S,0,1,1625
2013,0,26,L,,,,,,,N,S,0,51,5901
2014,0,2,L,,,,,,,N,S,0,7,2008
2014,0,3,L,,,,,,,N,S,0,1539,7
2014,1,23,F,4,,,,S,A,N,S,0,7,27
2014,0,3,L,,,,,,,N,S,0,5931,7
2014,0,5,L,,,,,,,N,S,0,27,2012
2013,0,3,L,,,,,,,N,S,0,51,10
2014,1,1,F,4,,,,S,Q,N,,0,,1
2014,0,2,L,,,,,,,N,S,0,1,1876
2014,0,6,L,,,,,,,N,S,0,5895,5901
2013,0,12,L,,,,,,,N,S,0,92,93
2013,1,48,F,4,,,,N,Q,N,S,0,51,5901
2009,2,133,F,4,,,,N,Q,N,S,0,633,2002
2013,1,14,F,4,,,,S,Q,N,S,0,1006,93
2013,0,9,L,,,,,,,N,S,0,50,2006
2008,3,239,F,4,,,,N,Q,N,S,0,2,2002
2013,3,125,F,,,,,S,E,N,S,0,633,2002
2013,1,9,F,4,,,,S,A,N,S,0,7,7
2013,1,5,F,,,,,S,E,N,S,0,431,1
2014,0,2,C,,,,,,,N,S,0,7,436
2013,0,20,L,,,,,,,N,S,0,93,633
2014,1,7,F,4,,,,S,Q,N,S,0,10,10
2014,1,5,F,,,,,S,A,N,S,0,633,2002
2013,0,4,C,,,,,,,N,S,0,7,27
2013,0,6,L,,,,,,,N,S,0,7,1786
2010,2,85,F,4,,,,S,Q,N,S,0,51,2002
2013,0,2,C,,,,,,,N,S,0,7,447
2014,0,3,L,,,,,,,N,S,0,2014,2002
2014,0,2,L,,,,,,,N,S,0,1,62
2013,0,18,L,,,,,,,N,S,0,51,2002
2013,0,3,L,,,,,,,N,S,0,1986,1987
2013,0,4,L,,,,,,,N,S,0,1986,33
2013,0,3,L,,,,,,,N,S,0,1537,2
2013,1,10,F,4,,,,S,A,N,S,0,1,2002
2014,1,9,F,4,,,,S,A,N,S,0,27,50
2013,0,5,L,,,,,,,N,S,0,1986,50
2013,1,43,F,4,,,,S,Q,N,S,0,51,5901
2013,0,3,C,,,,,,,N,S,0,1537,1875
2014,0,6,L,,,,,,,N,S,0,50,2008
2013,1,3,F,1,2,,,S,E,N,S,0,,1006
2013,1,18,F,,,,,S,R,N,S,0,2008,2004
2013,0,2,C,,,,,,,N,S,0,7,1558
2014,1,4,F,,,,,S,E,N,S,0,1,435
2013,1,2,F,,,,,S,E,N,S,0,1,1562
2013,1,187,F,,,,,N,R,N,S,0,633,2002
2013,1,64,F,4,,,,S,A,N,S,0,51,5901
2014,1,5,F,4,,,,S,A,N,S,0,7,50
2012,2,137,F,4,,,,S,A,N,S,0,633,2002
2013,0,5,C,,,,,,,N,S,0,1539,7
2013,0,3,L,,,,,,,N,S,0,53,92
2013,1,3,F,,,,,S,E,N,S,0,50,2006
2014,0,5,L,,,,,,,N,S,0,27,50
2013,0,12,L,,,,,,,N,S,0,51,2002
2013,0,3,L,,,,,,,N,S,0,1771,1
2011,2,345,F,4,,,,N,Q,N,S,0,51,2002
2013,1,43,F,4,,,,S,A,N,S,0,633,2002
2013,1,19,F,,,,,S,R,N,S,0,608,2002
2014,0,2,L,,,,,,,N,S,0,7,778
2011,2,154,F,4,,,,N,Q,N,S,0,633,2002
2013,0,7,L,,,,,,,N,S,0,1771,1
2014,1,1,F,,,,,S,E,N,,0,,7
2013,2,362,F,4,,,,N,Q,N,S,0,51,2002
2013,1,2,F,,,,,S,Q,N,S,0,1,1
2013,1,5,F,,,,,S,E,N,S,0,2002,2002
2014,1,6,F,4,,,,S,A,N,S,0,7,7
2013,1,44,F,,,,,S,E,N,S,0,1,1996
2013,0,6,L,,,,,,,N,S,0,51,1006
2014,1,8,F,4,,,,S,A,N,S,0,51,5901
2013,1,3,F,4,,,,S,A,N,S,0,370,7
2014,1,6,F,4,,,,S,A,N,S,0,53,1
2014,1,2,F,,,,,S,E,N,S,0,,50
2013,1,22,F,4,,,,S,Q,N,S,0,51,2002
2013,0,2,L,,,,,,,N,S,0,51,1006
2012,2,179,F,4,,,,S,Q,N,S,0,2002,5901
2013,0,9,L,,,,,,,N,S,0,7,2
2014,0,3,L,,,,,,,N,S,0,1786,7
2014,0,1,L,1,2,,,,,N,,0,,10
2013,1,10,F,,,,,S,R,N,S,0,633,2002
2013,1,10,F,4,,,,S,A,N,S,0,776,83
2014,1,3,F,4,,,,S,A,N,S,0,2,1996
2014,0,2,L,,,,,,,N,S,0,1,434
2013,0,6,L,,,,,,,N,S,0,7,633
2013,0,2,L,,,,,,,N,S,0,1996,1537
2013,1,8,F,4,,,,S,R,N,S,0,633,1791
2014,0,4,L,,,,,,,N,S,0,1537,7
2013,1,6,F,4,,,,S,Q,N,S,0,1,1537
2014,1,13,F,4,,,,S,Q,N,S,0,93,51
2012,2,216,F,4,,,,N,Q,N,S,0,633,2002
2013,1,207,F,4,,,,N,A,N,S,0,633,51
2013,1,5,F,,,,,S,Q,N,S,0,27,2008
2013,0,9,L,,,,,,,N,S,0,51,2002
2013,0,30,L,,,,,,,N,S,0,633,1996
2013,0,2,L,,,,,,,N,S,0,53,93
2013,0,6,L,,,,,,,N,S,0,92,93
2014,1,11,F,,,,,S,E,N,S,0,2008,2002
2013,1,14,F,4,,,,S,Q,N,S,0,633,1791
2013,1,11,F,4,,,,S,Q,N,S,0,50,7
2013,1,5,F,4,,,,S,Q,N,S,0,,1
2012,1,8,F,,,,,S,R,N,S,0,7,50
2014,0,3,C,,,,,,,N,S,0,1,1875
2014,0,21,L,,,,,,,N,S,0,633,1791
2013,0,76,C,,,,,,,N,S,0,6027,2002
2013,0,3,L,,,,,,,N,S,0,1,1
2013,1,3,F,4,,,,S,A,N,S,0,432,1
2014,0,3,C,,,,,,,N,S,0,166,326
2013,0,2,C,,,,,,,N,S,0,1,2027
2014,0,3,L,,,,,,,N,S,0,1793,623
2014,0,82,L,,,,,,,N,S,0,51,2002
2014,0,9,L,,,,,,,N,S,0,50,7
2014,0,3,L,,,,,,,N,S,0,92,93
2014,1,6,F,4,,,,S,A,N,S,0,7,50
2014,0,4,L,,,,,,,N,S,0,5901,201
2012,5,1508,F,,,,,N,R,N,S,0,2,2002
2014,1,7,F,4,,,,S,A,N,S,0,27,50
2014,1,2,F,,,,,S,E,N,S,0,1,1539
2014,1,3,F,,,,,S,E,N,S,0,1,5287
2013,3,294,F,4,,,,S,Q,N,S,0,51,5901
2014,1,7,F,4,,,,S,A,N,S,0,53,7
2014,0,2,L,,,,,,,N,S,0,7,1978
2014,1,19,F,4,,,,S,A,N,S,0,27,50
2014,1,5,F,4,,,,S,A,N,S,0,5895,51
2014,0,2,C,,,,,,,N,S,0,1,524
2014,1,2,F,4,,,,S,A,N,S,0,1,7
2014,1,116,F,4,,,,N,Q,N,S,0,5901,2002
2014,0,8,L,,,,,,,N,S,0,2,93
2014,1,13,F,4,,,,S,Q,N,S,0,1,1996
2014,1,6,F,,,,,S,E,N,S,0,2002,1788
2014,1,11,F,,,,,S,R,N,S,0,2006,10
2010,2,27,F,4,,,,S,A,N,S,0,633,2002
2014,0,4,L,,,,,,,N,S,0,201,2004
2014,1,14,F,,,,,S,E,N,S,0,6029,93
2014,0,3,L,,,,,,,N,S,0,2006,7
2014,0,3,L,,,,,,,N,S,0,10,775
2014,1,13,F,4,,,,S,A,N,S,0,51,5901
2014,0,2,L,,,,,,,N,S,0,1996,2002
2014,1,3,F,,,,,S,E,N,S,0,1539,7
2014,1,7,F,4,,,,S,Q,N,S,0,2,93
2014,1,7,F,4,,,,S,A,N,S,0,7,50
2014,1,2,F,4,,,,S,A,N,S,0,,1537
2014,1,38,F,4,,,,S,Q,N,S,0,2,93
2014,1,3,F,4,,,,S,A,N,S,0,1537,59
2014,1,5,F,4,,,,S,A,N,S,0,1006,93
2014,0,10,L,,,,,,,N,S,0,50,7
2014,0,4,L,,,,,,,N,S,0,7,1006
2014,0,59,L,,,,,,,N,S,0,51,5901
2014,1,10,F,4,,,,S,A,N,S,0,2002,1
2014,1,6,F,4,,,,S,A,N,S,0,7,53
2013,0,3,L,1,1,,,,,N,S,0,,7
2013,3,133,F,4,,,,S,A,N,S,0,51,5901
2014,1,1,F,,,,,S,E,N,,0,,50
2014,0,6,L,,,,,,,N,S,0,27,50
2014,0,6,L,,,,,,,N,S,0,1,50
2014,1,7,F,4,,,,S,Q,N,S,0,1,7
2014,1,3,F,,,,,S,E,N,S,0,51,2002
2014,1,8,F,,,,,S,A,N,S,0,633,51
2014,1,9,F,4,,,,S,A,N,S,0,1537,1996
2014,1,91,F,4,,,,N,Q,N,S,0,51,2002
2014,0,3,L,,,,,,,N,S,0,1793,50
2014,0,4,L,,,,,,,N,S,0,1788,2127
2014,0,4,L,,,,,,,N,S,0,2002,10
2014,1,15,F,4,,,,S,Q,N,S,0,2002,83
2014,0,3,C,,,,,,,N,S,0,498,7
2014,1,13,F,4,,,,S,A,N,S,0,1537,1996
2014,1,6,F,,,,,S,E,N,S,0,1,1875
2014,0,9,L,,,,,,,N,S,0,83,2002
2014,0,4,L,,,,,,,N,S,0,1793,623
2014,1,32,F,,,,,S,Q,N,S,0,7,50
2012,4,1513,F,,,,,N,R,N,S,0,2,2002
2014,1,15,F,,,,,S,Q,N,S,0,51,2002
2014,1,29,F,4,,,,S,A,N,S,0,1537,1996
2014,1,10,F,4,,,,S,Q,N,S,0,1006,2002
2014,0,2,C,,,,,,,N,S,0,1,434
2014,1,6,F,4,,,,S,Q,N,S,0,2,93
2014,1,16,F,4,,,,S,A,N,S,0,1537,2002
2014,1,5,F,4,,,,S,A,N,S,0,1537,1
2014,0,4,C,,,,,,,N,S,0,7,230
2014,1,45,F,4,,,,S,A,N,S,0,633,51
2014,1,9,F,4,,,,S,A,N,S,0,2006,7
2014,0,5,L,,,,,,,N,S,0,1537,2002
2011,1,11,F,4,,,,S,A,N,S,0,27,50
2014,0,3,L,,,,,,,N,S,0,1881,93
2014,0,3,L,,,,,,,N,S,0,2014,7
2014,1,7,F,4,,,,S,A,N,S,0,633,1996
2014,0,14,L,,,,,,,N,S,0,1996,93
2014,0,11,L,,,,,,,N,S,0,7,50
2014,1,4,F,4,,,,S,A,N,S,0,50,7
2014,1,4,F,4,,,,S,A,N,S,0,1,1539
2014,1,2,F,,,,,S,E,N,S,0,7,1
2014,1,13,F,,,,,S,A,N,S,0,633,2002
2014,1,4,F,4,,,,S,A,N,S,0,2006,50
2014,0,2,C,,,,,,,N,S,0,7,155
2014,0,2,L,,,,,,,N,S,0,1,1017
2014,1,2,F,4,,,,S,A,N,S,0,50,201
2014,0,12,L,,,,,,,N,S,0,2,93
2014,1,46,F,,,,,S,R,N,S,0,92,2002
2014,1,4,F,,,,,S,E,N,S,0,7,50
2014,0,2,L,,,,,,,N,S,0,51,1786
2014,0,4,L,,,,,,,N,S,0,1537,51
2014,1,29,F,4,,,,S,A,N,S,0,51,5901
2014,0,5,L,,,,,,,N,S,0,2002,777
2014,0,8,L,,,,,,,N,S,0,27,2008
2014,1,10,F,,,,,S,E,N,S,0,633,50
2013,1,24,F,4,,,,S,Q,N,S,0,51,5901
2014,1,18,F,4,,,,S,Q,N,S,0,27,50
2017,1,4,F,,,,,S,E,N,S,0,2012,2004
2014,0,12,L,,,,,,,N,S,0,50,201
2014,0,5,L,,,,,,,N,S,0,27,10
2014,1,25,F,4,,,,S,A,N,S,0,53,1996
2014,0,5,L,,,,,,,N,S,0,5901,2002
2014,1,116,F,4,,,,N,Q,N,S,0,633,2002
2014,0,6,L,,,,,,,N,S,0,1537,51
2014,1,5,F,,,,,S,E,N,S,0,1793,623
2014,1,7,F,,,,,S,Q,N,S,0,7,1986
2014,1,24,F,,,,,S,A,N,S,0,633,2002
2014,3,75,F,4,,,,S,Q,N,S,0,51,2002
2014,1,1,F,4,,,,S,A,N,,0,,1996
