NUANO,FLTIPOPROCESSO,NUTRAMITE,CDASSUNTO,CDTIPOPARECER,CDSETORRESP,CDSETORABERTURA,CDSETORAUTUACAO,CDTIPOPROCESSO,CDUSUARIO,CDSETORORIGEM,CDSETORDESTINO
2018,L,13,80,1,7,7,,1,ILIMA,53,7
2018,L,17,80,1,7,7,,1,PPASSOLD,50,2012
2018,L,2,80,1,7,7,,1,MMANDRADE,7,1
2018,L,3,1,1,7,51,50,1,JSOUZA,7,50
2018,L,3,96,,7,7,,1,JAPARECIDA,6211,6229
2018,L,4,110,,51,32,,1,GMAY,32,51
2018,L,5,110,2,51,990,,1,DORIS,51,1006
2018,L,4,94,1,50,7,,1,MMANDRADE,2004,7
2018,L,3,89,1,10,10,,1,YFERREIRA,50,2012
2018,L,4,23,1,50,7,,,LJACQUES,50,2004
2018,L,3,49,1,1537,7,,1,NELIZA,1537,53
2018,L,4,94,1,2004,50,,1,SRPATRICIO,7,50
2018,L,3,75,1,50,7,,1,JSOUZA,7,50
2018,L,3,75,1,50,50,,1,JSOUZA,7,50
2018,L,2,20,1,7,7,,,MMANDRADE,7,50
2018,L,11,10,1,1537,7,,1,SRPATRICIO,1537,33
2018,L,9,10,1,1537,7,,1,LJACQUES,50,53
2018,L,6,10,1,1537,7,,1,MMANDRADE,7,50
2018,L,2,10,1,1537,7,,1,LAVILLA,7,1537
2018,L,8,10,1,1537,7,,1,ISRICARTE,2012,50
2018,L,3,29,1,1,7,,1,MMANDRADE,1,7
2018,L,4,4,1,50,50,,1,LJACQUES,50,6230
2018,L,5,4,,50,50,,1,WBALSAMO,6230,50
2018,L,4,101,,1537,7,,1,RCAVANHOLI,5893,10
2018,L,2,80,,1,7,,1,SFLUZ,7,1
2018,L,4,17,1,2004,2006,,1,LJACQUES,50,2004
2018,L,3,80,1,7,7,,1,NELIZA,6080,7
2018,L,5,80,1,7,7,,1,PPASSOLD,50,6230
2018,L,3,6,1,50,50,,1,MMANDRADE,7,7
2018,L,2,7,1,2006,7,,1,MMANDRADE,7,2010
2018,L,3,110,,51,5893,,1,DCHEINECK,429,51
2018,L,2,89,1,2012,50,,1,ISRICARTE,50,2012
2018,L,2,19,1,2010,2010,,1,DDURIEUX,2010,7
2018,L,3,101,1,1,7,,1,NELIZA,1,61
2018,L,4,5,1,2010,7,,1,SAKOERICH,2004,7
2018,L,3,80,1,1537,7,,1,AHSANTOS,1537,7
2018,L,3,49,,6029,7,,1,KCIPRIANI,6029,92
2018,L,4,94,1,51,7,,1,AACASTRO,2004,7
2018,L,2,94,1,51,7,,1,MMANDRADE,7,50
2018,L,4,20,1,50,7,,1,LJACQUES,2004,50
2018,L,3,74,1,2004,2004,,1,MMANDRADE,7,50
2018,L,4,94,,2004,2004,,1,TMBATISTA,50,2004
2018,L,6,94,1,50,7,,1,EKZAPPELINI,50,2004
2018,L,3,28,1,1537,5893,,,MGUEDES,10,5893
2018,L,8,101,,1,7,,1,DASILVA,1,7
2018,L,7,101,1,1,7,,1,DASILVA,6080,1
2018,L,3,91,,7,7,,1,MMANDRADE,7,6211
2018,L,4,80,1,1,7,,1,LJACQUES,50,7
2018,L,2,108,1,50,7,50,1,SRPATRICIO,7,6029
2018,L,2,110,2,51,1786,,1,JJESKE,1786,51
2018,L,3,110,,51,1786,,1,GERSON,51,1786
2018,L,12,23,,50,7,,1,LJACQUES,50,2004
2018,L,10,23,1,50,7,,1,MMANDRADE,7,7
2018,L,3,89,1,2012,50,,1,GDDASILVA,2012,633
2018,L,2,94,1,7,7,,1,MMANDRADE,7,1788
2018,L,3,94,,7,7,,1,LEMPEREIRA,1788,7
2018,L,3,10,1,1,7,,1,MMANDRADE,7,50
2018,L,3,111,1,2012,1006,,1,CLCCOSTA,2012,2010
2018,L,3,49,1,53,7,,,LMDSANTOS,7,6029
2018,L,2,5,,50,50,,1,PPASSOLD,50,2010
2018,L,3,94,1,7,7,,1,MMARTINS,50,2004
2018,L,5,94,,50,7,,1,LJACQUES,50,2004
2018,L,4,23,1,50,7,,1,AACASTRO,2004,50
2018,L,6,5,1,50,7,,1,SRPATRICIO,7,50
2018,L,4,3,1,50,7,,1,KCIPRIANI,6029,50
2018,L,3,13,1,2004,2004,,1,JSOUZA,7,50
2018,L,4,49,1,53,7,,1,ALIGARAUJO,6029,10
2018,L,2,3,1,6029,7,7,1,NELIZA,7,6029
2018,L,3,89,,50,10,,1,LDECKER,53,93
2018,L,3,23,,7,7,,1,PPASSOLD,50,2004
2018,L,2,5,,2004,2004,,1,FEMSANTOS,2004,50
2018,L,4,24,,50,7,,1,JTRES,2004,2006
2018,L,3,80,1,1,7,,1,APPEREIRA,6029,7
2018,L,4,80,1,1,7,,1,SFLUZ,7,50
2018,L,5,80,1,1,7,,1,LJACQUES,50,6029
2018,L,2,49,,53,7,,,NELIZA,7,53
2018,L,3,80,1,1537,7,7,1,JSOUZA,1539,1537
2018,L,8,89,1,50,50,,1,LJACQUES,50,2012
2018,L,7,94,,50,7,,,TBMEDEIROS,2004,50
2018,L,9,16,1,50,7,,1,VASILVA,2004,7
2018,L,3,115,1,2006,2004,,1,JTRES,2006,50
2018,L,4,7,,1,7,,1,PPASSOLD,50,2006
2018,L,3,7,1,1,7,,1,MMANDRADE,7,50
2018,L,3,98,1,7,7,,1,SRPATRICIO,1537,7
2018,L,3,74,1,50,50,,1,JSOUZA,7,50
2018,L,3,80,,7,7,,1,MMANDRADE,3,7
2018,L,4,49,,1537,50,,1,MMANDRADE,7,53
2018,L,2,3,1,1,7,7,1,LAVILLA,7,6029
2018,L,4,80,1,1537,7,,1,BBRIBEIRO,2002,51
2018,L,3,80,1,1539,7,7,1,JSOUZA,1539,1
2018,L,2,78,,7,7,,1,NELIZA,7,1876
2018,L,3,80,1,1,7,,1,DASILVA,1537,2
2018,L,6,94,,7,50,,1,AACASTRO,7,2004
2018,L,2,6,1,1,7,,1,LAVILLA,7,1
2018,L,5,19,1,50,7,,1,MSARTOR,2012,50
2018,L,4,80,1,1,7,,,MMANDRADE,6027,7
2018,L,6,80,,1537,7,,1,MMANDRADE,7,7
2018,L,2,44,1,7,7,,1,MMANDRADE,7,50
2018,L,4,80,1,1,7,7,1,MMANDRADE,7,1844
2018,L,2,89,1,6230,50,,1,CSOLIVEIRA,50,2012
2018,L,5,110,,51,6222,,1,DORIS,51,1006
2018,L,7,6,,50,50,,1,LCAVALLERI,2012,2004
2018,L,7,89,1,2012,6230,,1,ISRICARTE,2012,50
2018,L,3,112,,7,7,,1,LEMPEREIRA,1788,7
2018,L,3,13,1,50,7,,1,KCIPRIANI,6029,50
2018,L,3,80,,1537,7,,1,MMANDRADE,1537,1978
2018,L,4,17,1,2006,32,,1,MMARTINS,50,2004
2018,L,3,7,1,2006,2006,,,NELIZA,7,50
2018,L,2,101,1,1537,7,,1,NELIZA,7,1
2018,L,4,89,,50,7,,,LJACQUES,50,2004
2018,L,3,20,1,2004,2004,,1,LJACQUES,7,50
2018,L,2,80,1,7,7,,,MMANDRADE,7,1
2018,L,2,80,1,83,7,,1,SRPATRICIO,7,83
2018,L,6,112,1,7,7,50,1,LJACQUES,50,7
2018,L,2,91,1,1,7,,1,JSOUZA,7,1
2018,L,5,91,1,1,7,,1,NELIZA,6027,2002
2018,L,4,91,1,1,7,,1,MMANDRADE,7,6027
2018,L,5,49,,50,50,,1,MROSA,53,93
2018,L,2,6,1,2010,2010,,1,MMDASILVA,2010,10
2018,L,3,44,,50,50,,1,SRPATRICIO,1537,50
2018,L,2,7,,1,7,,1,SRPATRICIO,7,10
2018,L,4,110,,51,2002,,1,,2002,5901
2018,L,3,110,,51,2002,,1,NRFERNANDES,51,2002
2018,L,2,7,1,2006,2006,2006,1,MIPZIMMERMANN,2006,7
2018,L,3,19,1,6029,7,,1,MMARTINS,50,2004
2018,L,4,89,1,6029,7,,1,AACASTRO,2004,2012
2018,L,2,89,1,6029,7,,1,SRPATRICIO,7,50
2018,L,2,89,,50,10,,1,LDECKER,10,93
2018,L,7,9,,1537,7,,1,MMARTINS,50,2004
2018,L,3,94,1,7,7,,1,YFERREIRA,50,2004
2018,L,4,101,,7,7,,1,PPASSOLD,50,2004
2018,L,7,80,,1,7,,1,AHSANTOS,1537,7
2018,L,2,91,1,1,7,6080,1,SRPATRICIO,7,1
2018,L,3,78,1,1539,7,,1,JSOUZA,1539,6029
2018,L,2,16,,50,7,,1,MMANDRADE,7,50
2018,L,9,89,,50,50,,1,TBMEDEIROS,2004,50
2018,L,3,80,1,1,7,,1,AHSANTOS,1,7
2018,L,2,13,,1537,7,,1,JSOUZA,7,6029
2018,L,4,89,1,50,7,,1,MMARTINS,7,50
2018,L,3,78,,1537,7,,1,MMANDRADE,1537,7
2018,L,3,110,,51,5902,,1,DORIS,51,1006
2018,L,3,7,,7,7,,1,PPASSOLD,50,2006
2018,L,4,20,1,2004,2004,,1,LJACQUES,2012,50
2018,L,2,6,,2010,2010,,1,AGSILVEIRA,2010,50
2018,L,3,6,1,2012,50,,1,JSOUZA,7,2012
2018,L,6,23,1,50,50,,1,MMANDRADE,7,50
2018,L,3,97,1,7,7,7,1,MMANDRADE,7,53
2018,L,2,19,1,50,7,,1,HMARTINELLI,7,50
2018,L,3,3,1,2004,2004,,1,TMBATISTA,7,50
2018,L,2,80,1,7,7,,1,SRPATRICIO,7,6065
2018,L,3,80,1,7,7,,1,LAVILLA,6065,7
2018,L,3,80,1,50,7,,1,TMBATISTA,7,50
2018,L,2,110,1,1788,51,,1,LRGREGORIO,51,1788
2018,L,3,112,1,7,7,,1,TDASILVEIRA,83,7
2018,L,4,25,1,50,50,7,1,TMBATISTA,50,2004
2018,L,2,80,1,7,7,,,SRPATRICIO,7,50
2018,L,3,7,1,1,7,,1,LFUHR,10,50
2018,L,3,78,,1539,7,,1,JSOUZA,1539,3
2018,L,2,7,,39,2004,,1,AACASTRO,2004,10
2018,L,4,41,1,1,7,,1,MMANDRADE,7,1539
2018,L,5,41,,1,7,,1,NELIZA,1539,6080
2018,L,3,7,,50,10,,1,LJACQUES,50,2006
2018,L,2,7,1,50,10,,1,LFUHR,10,50
2018,L,8,80,,1,7,,,DASILVA,1537,7
2018,L,4,94,1,50,7,,1,MMANDRADE,33,7
2018,L,3,94,,50,7,,1,TMBATISTA,50,2004
2018,L,4,80,,1,7,,1,SFLUZ,7,83
2018,L,5,49,1,53,7,,1,MTRICHARTZ,6029,92
2018,L,3,80,1,1,7,,1,AHSANTOS,1,2012
2018,L,4,80,1,1,7,,1,CLCCOSTA,2012,1537
2018,L,4,10,1,50,7,,,SFLUZ,2004,7
2018,L,5,89,,7,7,,1,LDECKER,2012,93
2018,L,2,89,1,7,7,,1,NELIZA,7,6029
2018,L,4,23,1,2004,2004,,1,JSOUZA,7,7
2018,L,2,80,,1537,7,,1,SRPATRICIO,7,2002
2018,L,3,19,1,50,7,,1,LJACQUES,6029,50
2018,L,6,80,,7,7,,1,MMANDRADE,7,50
2018,L,2,3,1,259,7,,1,LAVILLA,7,6029
2018,L,4,3,,259,7,,1,LJACQUES,50,2004
2018,L,4,80,1,1,7,,1,DASILVA,10,6080
2018,L,5,6,1,2010,7,,1,CLCCOSTA,2012,2010
2018,L,2,74,,50,7,,1,SRPATRICIO,7,50
2018,L,3,107,1,53,7,,1,ILIMA,53,7
2018,L,2,107,1,53,7,,1,MMANDRADE,7,53
2018,L,2,80,1,1788,7,7,1,MMANDRADE,7,1788
2018,L,5,13,,1,7,,1,SRPATRICIO,1,1017
2018,L,4,44,1,10,10,,1,AMOLIVEIRA,1,6027
2018,L,3,44,1,10,10,,1,AMOLIVEIRA,6027,1
2018,L,2,3,1,2004,2004,,1,AACASTRO,2004,7
2018,L,6,6,1,7,7,7,1,LJACQUES,50,2004
2018,L,3,101,,1,7,,1,SRPATRICIO,1,1978
2018,L,2,41,,6083,7,,1,SRPATRICIO,7,6080
2018,L,4,89,1,50,7,,,ISRICARTE,50,2012
2018,L,6,102,1,1786,7,,1,MMANDRADE,1786,7
2018,L,3,23,1,50,7,,1,NELIZA,1537,7
2018,L,2,80,,7,7,,1,NELIZA,7,7
2018,L,2,110,1,51,2002,,1,SSAMORIM,2002,51
2018,L,4,80,,1,7,,1,SRPATRICIO,7,62
2018,L,2,19,1,7,7,,1,JSOUZA,7,50
2018,L,5,94,,50,7,,1,JSOUZA,7,50
2018,L,2,49,,7,7,,1,NELIZA,7,53
2018,L,2,49,,53,7,,1,NELIZA,7,53
2018,L,2,89,1,6029,7,,1,JSOUZA,7,6029
2018,L,2,80,1,7,7,,1,SRPATRICIO,7,1788
2018,L,2,44,1,50,50,,1,PPASSOLD,50,7
2018,L,4,44,,50,50,,1,AHSANTOS,1537,50
2018,L,3,80,1,1,7,,1,DASILVA,1537,1
2018,L,4,89,1,27,7,,1,ACRESPALDI,27,2012
2018,L,3,94,1,50,7,,1,VASILVA,50,7
2018,L,2,102,,1786,7,,1,SRPATRICIO,7,1786
2018,L,6,11,1,2008,2008,,1,MMANDRADE,50,7
2018,L,2,11,1,2008,2008,,1,RDAROS,2008,50
2018,L,3,16,,7,7,,1,SGA,27,2012
2018,L,3,16,,7,7,,1,PPASSOLD,50,2004
2018,L,2,89,1,6029,7,,1,NELIZA,7,6029
2018,L,2,16,1,50,7,,1,LAVILLA,7,6029
2018,L,4,16,1,50,7,,1,EKZAPPELINI,50,2004
2018,L,3,80,,1,7,,1,AMOLIVEIRA,1,7
2018,L,3,109,1,7,50,,1,MMANDRADE,7,50
2018,L,3,6,,50,7,,1,LJACQUES,50,2012
2018,L,2,78,1,7,7,,1,MMANDRADE,7,50
2018,L,2,6,,2012,2012,,1,ISRICARTE,2012,2010
2018,L,4,89,1,50,7,,1,ILIMA,53,633
2018,L,3,89,1,50,7,,1,MTRICHARTZ,6029,50
2018,L,2,20,1,50,7,,1,MMANDRADE,7,50
2018,L,5,6,,6230,50,,1,LCAVALLERI,2012,50
2018,L,6,19,,50,50,,1,SRPATRICIO,7,50
2018,L,3,19,1,50,50,,1,MMANDRADE,7,50
2018,L,3,110,,51,2002,,1,GERSON,51,1006
2018,L,2,20,,7,7,,1,MMANDRADE,7,50
2018,L,5,74,1,1793,1793,,1,VASILVA,50,7
2018,L,7,74,1,1793,1793,,1,EKZAPPELINI,50,1793
2018,L,5,80,1,1,7,,1,PPASSOLD,1537,7
2018,L,6,80,1,1,7,,1,MMANDRADE,7,1537
2018,L,2,102,,7,7,,1,MMANDRADE,7,6027
2018,L,3,7,,1,7,,1,LJACQUES,50,2006
2018,L,2,49,1,53,7,,1,MMANDRADE,7,6029
2018,L,2,80,,1537,7,,1,JSOUZA,7,1537
2018,L,3,110,,51,6211,,1,GERSON,51,1006
2018,L,2,20,,50,50,,1,LJACQUES,50,2004
2018,L,5,109,1,6230,50,,1,REBSOUZA,633,50
2018,L,6,94,,50,7,,,EKZAPPELINI,50,2004
2018,L,2,20,1,2008,2008,,1,RDAROS,2008,50
2018,L,7,89,,50,7,,1,ACRESPALDI,2012,50
2018,L,5,3,1,6029,7,,1,MTRICHARTZ,6029,50
2018,L,2,6,1,2010,2010,,1,DDURIEUX,2010,1537
2018,L,2,80,1,1,7,7,1,JSOUZA,7,1539
2018,L,4,110,,51,1835,,1,GERSON,51,1006
2018,L,5,89,1,50,7,,1,EKZAPPELINI,1793,50
2018,L,2,110,2,51,1835,,1,GLDAROS,1835,51
2018,L,3,24,1,6029,7,,1,MTRICHARTZ,6029,50
2018,L,3,110,,51,1835,,1,DORIS,51,994
2018,L,3,110,2,51,1835,,1,GERSON,51,1006
2018,L,7,9,1,7,7,,1,VASILVA,2004,7
2018,L,2,110,1,51,1061,,1,SPIRES,1061,51
2018,L,4,3,,50,7,,,EKZAPPELINI,50,2004
2018,L,2,102,,1786,7,,1,MMANDRADE,7,1786
2018,L,2,16,,2004,2004,,1,MMONGUILHOTT,2004,2012
2018,L,4,17,,7,50,,1,LJACQUES,50,2004
2018,L,2,44,1,10,10,,1,MGUEDES,10,50
2018,L,7,49,,53,7,,1,FBRITO,2012,93
2018,L,3,49,1,53,7,,1,JPERING,53,2012
2018,L,4,89,1,50,7,,,PPASSOLD,50,2004
2018,L,3,78,1,1537,7,,1,JOFERNANDES,1,7
2018,L,3,89,1,53,7,,1,PPASSOLD,50,2012
2018,L,4,17,,7,2004,,1,PPASSOLD,50,2004
2018,L,2,39,1,6029,7,7,1,SFLUZ,7,6029
2018,L,4,80,,1,7,,1,SFLUZ,7,6027
2018,L,2,80,1,1,7,,,MMANDRADE,7,1539
2018,L,5,19,1,50,7,,1,MMANDRADE,7,7
2018,L,3,19,1,50,7,,1,VASILVA,50,2004
2018,L,2,96,,7,7,,1,MMANDRADE,7,5984
2018,L,7,9,,50,50,,1,PPASSOLD,50,2004
2018,L,2,6,1,27,27,,1,ISRICARTE,27,2012
2018,L,7,94,,50,7,,1,JSOUZA,7,50
2018,L,6,16,,2004,50,,1,PPASSOLD,50,2004
2018,L,2,89,1,50,7,,1,SRPATRICIO,7,6029
2018,L,5,89,1,50,7,,1,VASILVA,2004,2012
2018,L,13,10,1,1,7,,1,MMANDRADE,7,50
2018,L,4,16,,7,7,,1,PPASSOLD,50,2004
2018,L,7,16,1,2004,50,,1,MMANDRADE,7,7
2018,L,9,16,,2004,50,,1,PPASSOLD,50,2004
2018,L,8,16,1,2004,50,,1,MMANDRADE,7,50
2018,L,2,94,1,2004,50,,1,LJACQUES,50,2004
2018,L,5,19,1,50,7,,1,MVALERIO,1793,50
2018,L,6,19,1,50,7,,1,VASILVA,50,27
2018,L,3,98,1,1537,7,,1,MMANDRADE,1537,7
2018,L,6,98,,1537,7,,1,MMANDRADE,1537,7
2018,L,8,74,,1793,1793,,1,LJACQUES,50,2004
2018,L,2,17,,7,7,,1,MMANDRADE,7,2010
2018,L,3,80,1,1,7,,1,MMANDRADE,1,7
2018,L,3,99,1,1537,7,,1,DASILVA,1537,6027
2018,L,3,16,1,2004,2004,,1,LJACQUES,50,7
2018,L,3,74,,50,50,,1,MMANDRADE,7,50
2018,L,3,6,1,6029,7,1793,1,MMANDRADE,6029,7
2018,L,5,94,,7,7,,1,JSOUZA,7,50
2018,L,4,89,,50,7,,1,PPASSOLD,50,2004
2018,L,2,6,1,2010,2010,,1,PWBRAMONT,2010,50
2018,L,8,89,1,50,1793,,1,ISRICARTE,2012,2004
2018,L,6,94,,7,50,,1,JSOUZA,7,50
2018,L,4,94,1,7,50,,1,EKZAPPELINI,50,2004
2018,L,2,20,1,50,7,2004,1,MMANDRADE,7,50
2018,L,5,94,1,7,7,,1,MMANDRADE,7,50
2018,L,3,16,,50,7,,1,LJACQUES,50,2012
2018,L,3,17,,50,7,,1,LJACQUES,50,2004
2018,L,4,94,,50,7,,1,TBMEDEIROS,2004,50
2018,L,3,110,1,51,2014,,1,GLDAROS,1835,51
2018,L,2,78,,1,7,,1,NELIZA,7,52
2018,L,2,91,,7,7,,1,MMANDRADE,7,1788
2018,L,6,15,1,7,7,,1,JSOUZA,7,50
2018,L,7,15,,7,7,,1,LJACQUES,50,2004
2018,L,2,15,1,2004,2004,,1,VASILVA,2004,7
2018,L,2,23,1,50,7,,1,MMANDRADE,7,7
2018,L,2,80,,83,7,,1,MMANDRADE,7,83
2018,L,4,16,1,50,7,,1,LJACQUES,50,2004
2018,L,4,89,,50,7,,1,CLCCOSTA,2012,93
2018,L,2,10,1,50,7,2004,1,SRPATRICIO,7,50
2018,L,5,89,,50,7,,1,LDECKER,2012,93
2018,L,2,89,1,2012,50,,1,MVALERIO,50,2012
2018,L,2,16,,6029,7,,1,NELIZA,7,6029
2018,L,4,94,1,50,7,,1,FGCRUZ,2004,7
2018,L,6,74,,6230,6230,,1,WBALSAMO,6230,50
2018,L,2,16,1,50,7,,1,LMDSANTOS,7,6029
2018,L,2,30,,1786,7,,1,MMANDRADE,7,1786
2018,L,4,16,,50,7,,,PPASSOLD,50,2004
2018,L,5,80,,1,7,,1,BVIEIRA,6080,1539
2018,L,2,13,,6029,7,,1,SFLUZ,7,6029
2018,L,3,10,1,50,7,,1,NELIZA,1537,7
2018,L,4,80,1,1,7,,1,MMANDRADE,7,1788
2018,L,2,94,1,2004,2004,,1,VASILVA,2004,7
2018,L,7,89,,2012,50,,1,CLCCOSTA,2012,2004
2018,L,2,107,1,92,92,,1,SLKRAESKI,92,633
2018,L,4,110,1,51,6211,,1,RAOLIVEIRA,6211,51
2018,L,4,80,,7,7,,1,LKEMPNER,33,7
2018,L,2,13,1,6029,7,,1,MMANDRADE,7,6029
2018,L,2,115,1,2006,2006,,1,RRZDASILVA,2006,50
2018,L,4,49,1,1537,10,,1,MGUEDES,10,1537
2018,L,3,49,1,1537,10,,1,PMFINARDI,5893,10
2018,L,5,19,,50,7,,1,TBMEDEIROS,2004,50
2018,L,2,3,,2004,2004,,1,TBMEDEIROS,2004,50
2018,L,2,80,,1537,7,,1,NELIZA,7,6027
2018,L,4,110,,51,10,,1,DORIS,51,10
2018,L,3,110,,51,6214,,1,DORIS,51,6214
2018,L,2,110,1,51,6211,,1,TRROCHA,6211,51
2018,L,2,19,1,7,7,,1,SRPATRICIO,7,50
2018,L,6,89,1,6230,50,,1,LJACQUES,50,2012
2018,L,5,89,,10,10,,1,ISRICARTE,2012,93
2018,L,2,49,1,1537,5893,,1,GNDASILVA,5893,10
2018,L,3,78,1,1537,7,,1,MMANDRADE,1537,7
2018,L,4,16,1,6029,7,,1,LJACQUES,50,2004
2018,L,2,110,2,51,50,,1,MMARTINS,50,51
2018,L,4,110,2,51,50,,1,MMARTINS,50,51
2018,L,5,89,1,50,7,,1,ISRICARTE,2004,2012
2018,L,8,89,1,2012,50,,1,LJACQUES,50,53
2018,L,11,89,1,2012,50,,1,MMANDRADE,7,50
2018,L,2,112,1,7,7,,1,MMANDRADE,7,83
2018,L,3,78,,1537,7,,1,MMANDRADE,1537,1786
2018,L,4,70,1,7,7,,1,SFPEREIRA,51,83
2018,L,4,80,1,7,7,,1,ILIMA,53,7
2018,L,3,15,1,50,7,,1,MMANDRADE,7,50
2018,L,4,19,1,151,7,,1,WBALSAMO,50,2012
2018,L,4,89,1,50,7,,1,CLCCOSTA,2012,92
2018,L,4,101,,7,7,,1,LJACQUES,50,2004
2018,L,3,80,1,53,7,,1,MMANDRADE,1537,53
2018,L,9,89,,2012,50,,1,ISRICARTE,2012,2004
2018,L,4,89,1,2012,50,,1,MMANDRADE,7,50
2018,L,3,110,,51,1006,,1,DORIS,51,1006
2018,L,2,80,,7,7,,1,SRPATRICIO,7,83
2018,L,5,89,1,50,7,,1,LJACQUES,50,2012
2018,L,3,6,1,2010,50,,1,MMDASILVA,2010,2012
2018,L,2,6,1,2010,2010,,1,TCRAIMUNDO,2010,50
2018,L,2,38,,1,7,,1,LAVILLA,7,1876
2018,L,2,13,,6029,7,,1,LMDSANTOS,7,6029
2018,L,3,92,,1006,7,,1,ALIGARAUJO,6029,1006
2018,L,4,89,,7,7,,1,ISRICARTE,2012,93
2018,L,4,80,1,1,7,7,1,JSOUZA,1537,1
2018,L,2,80,1,7,7,1788,1,SRPATRICIO,7,1788
2018,L,7,13,1,50,7,,1,JSOUZA,7,6029
2018,L,3,13,1,50,7,,1,LAVILLA,7,1
2018,L,9,13,,50,7,,1,LJACQUES,50,2004
2018,L,2,94,1,7,7,,1,JSOUZA,7,50
2018,L,3,94,1,2004,2004,,1,MMANDRADE,7,50
2018,L,4,6,1,2012,50,,1,LJACQUES,50,2012
2018,L,7,17,1,7,7,,1,JSOUZA,7,50
2018,L,6,17,1,7,7,,1,JSOUZA,7,7
2018,L,2,17,1,7,7,,1,MMANDRADE,7,7
2018,L,3,6,,2010,2010,,1,CLCCOSTA,2012,2010
2018,L,3,80,,1537,7,,1,TDASILVEIRA,83,6215
2018,L,2,102,,7,7,,1,MMANDRADE,7,1786
2018,L,2,110,,51,1996,,1,RSEIFFERT,1996,51
2018,L,2,16,1,50,7,,1,SFLUZ,7,6029
2018,L,5,3,,50,7,,1,FEMSANTOS,2004,50
2018,L,3,89,1,50,7,,1,KCIPRIANI,6029,10
2018,L,4,17,,50,7,,1,TBMEDEIROS,2004,50
2018,L,3,89,,50,7,,1,CLCCOSTA,2012,93
2018,L,2,110,1,51,1006,,1,ISNUNES,1006,51
2018,L,3,80,1,7,7,,1,MMARTINS,50,2004
2018,L,2,49,,53,10,,1,LFUHR,10,53
2018,L,3,110,,51,1786,,1,DORIS,51,1006
2018,L,3,89,1,6029,7,,1,ALIGARAUJO,6029,50
2018,L,2,80,,6029,7,,1,NELIZA,7,6029
2018,L,6,80,,1,7,,1,AHSANTOS,1537,10
2018,L,2,94,1,2004,2004,,1,AACASTRO,2004,7
2018,L,5,89,1,6029,7,,1,LJACQUES,50,2012
2018,L,2,89,1,6029,7,,1,SRPATRICIO,7,6029
2018,L,6,110,1,51,1205,,1,CRSANTOS,32,51
2018,L,2,110,2,51,1205,,1,LBUSS,1205,51
2018,L,6,13,,7,7,,1,PPASSOLD,50,2004
2018,L,3,80,,1,7,,1,DASILVA,1537,6080
2018,L,2,78,,1539,7,,1,JSOUZA,7,52
2018,L,6,94,1,7,7,,1,LJACQUES,50,2004
2018,L,4,71,1,53,7,,1,LDECKER,92,93
2018,L,3,11,1,2004,2004,,1,SRPATRICIO,7,50
2018,L,3,20,,50,7,,,LJACQUES,50,2004
2018,L,4,89,,50,10,,1,LDECKER,2012,93
2018,L,3,13,1,6029,7,,1,ALIGARAUJO,6029,50
2018,L,2,49,1,1537,5893,,1,GNDASILVA,5893,2018
2018,L,5,49,1,1537,5893,,1,LFUHR,10,5893
2018,L,6,49,,1537,5893,,1,GNDASILVA,5893,92
2018,L,2,28,1,1537,5893,,1,GNDASILVA,5893,2018
2018,L,4,6,,2012,50,,1,LJACQUES,50,2012
2018,L,4,80,,6080,7,,1,NELIZA,1,7
2018,L,3,80,,1,7,,1,SRPATRICIO,1,6103
2018,L,2,89,1,10,10,,,VASMAFIOLETTI,10,50
2018,L,3,80,,1,7,,1,AMOLIVEIRA,1,33
2018,L,4,89,1,50,7,,1,MVALERIO,6230,50
2018,L,4,20,,50,7,,,VASILVA,2004,50
2018,L,2,15,,2004,2004,,1,MMONGUILHOTT,2004,2012
2018,L,2,3,,2004,2004,,1,VASILVA,2004,50
2018,L,3,20,1,2004,2004,,1,NELIZA,7,50
2018,L,4,6,1,50,50,,1,MMARTINS,50,2012
2018,L,5,6,,50,50,,1,CLCCOSTA,2012,2004
2018,L,4,80,1,1,7,,1,FGREGUI,60,1
2018,L,5,101,1,1,7,,1,VASMAFIOLETTI,10,50
2018,L,2,115,1,2006,2006,,1,LJACQUES,2006,50
2018,L,3,94,1,50,7,,1,LJACQUES,6029,50
2018,L,2,13,1,50,50,,1,LJACQUES,50,2004
2018,L,3,13,1,50,50,,1,AACASTRO,2004,7
2018,L,2,80,,5930,7,,1,MMANDRADE,7,51
2018,L,3,16,1,1,7,,1,MTRICHARTZ,6029,50
2018,L,3,7,1,1,7,,1,VAMARAL,10,2018
2018,L,2,7,1,1,7,,1,NELIZA,7,50
2018,L,3,80,1,1,7,,1,BVIEIRA,1,6080
2018,L,11,89,,2012,50,,1,LJACQUES,50,2004
2018,L,2,49,,53,7,,1,SRPATRICIO,7,53
2018,L,2,49,,53,10,,1,ESARMENTO,10,92
2018,L,3,80,,1,7,,1,NELIZA,1,62
2018,L,3,110,,51,2006,,1,GERSON,51,87
2018,L,4,89,,50,7,,1,DSEEMANN,2012,93
2018,L,2,20,1,50,7,,1,NELIZA,7,6029
2018,L,2,13,1,50,7,7,1,LAVILLA,7,6029
2018,L,2,80,1,1,7,7,1,SRPATRICIO,7,1537
2018,L,4,17,1,50,50,,1,LJACQUES,50,2004
2018,L,2,80,,1,7,,1,LAVILLA,7,1876
